molecule,geometry_id,full_AO_width,electrons,projector_residual_max,eigenvalue_distance_min,eigenvalue_distance_max,density_symmetry_residual,root_reconstruction_residual,saved_transform_residual,electron_trace_residual,MO_density_residual,status,eigenvalues
H2O,025,7,10,5.773159728050814e-15,2.3026846067876765e-16,6.217248937900877e-15,3.3306690738754696e-16,0.0,0.0,1.0658141036401503e-14,1.1102230246251565e-16,PASS,"[-4.52313065603799e-16, 2.3026846067876765e-16, 1.9999999999999993, 2.000000000000001, 2.0000000000000027, 2.000000000000003, 2.000000000000006]"
H2O,026,7,10,6.661338147750939e-15,2.716828873260828e-17,4.884981308350689e-15,2.914335439641036e-16,0.0,0.0,1.7763568394002505e-15,1.1102230246251565e-16,PASS,"[-2.716828873260828e-17, 4.712574985826709e-16, 1.9999999999999967, 1.9999999999999991, 1.9999999999999996, 2.0000000000000004, 2.000000000000005]"
H2O,027,7,10,4.884981308350689e-15,2.5673954418673084e-20,4.440892098500626e-15,3.7816971776294395e-16,0.0,0.0,3.552713678800501e-15,1.0408340855860843e-17,PASS,"[-2.5673954418673084e-20, 4.441148838044812e-16, 1.9999999999999978, 1.999999999999999, 1.9999999999999998, 2.0000000000000013, 2.0000000000000044]"
H2O,028,7,10,1.3766765505351941e-14,1.5854011387635973e-17,7.771561172376096e-15,2.220446049250313e-16,0.0,0.0,1.7763568394002505e-15,1.1102230246251565e-16,PASS,"[-4.599432212376986e-16, 1.5854011387635973e-17, 1.9999999999999922, 1.9999999999999976, 1.9999999999999982, 2.000000000000003, 2.0000000000000075]"
H2O,029,7,10,7.105427357601002e-15,9.608245803669322e-17,4.440892098500626e-15,2.220446049250313e-16,0.0,0.0,1.7763568394002505e-15,1.1102230246251565e-16,PASS,"[-5.401716678867558e-16, 9.608245803669322e-17, 1.9999999999999956, 2.0000000000000004, 2.000000000000001, 2.0000000000000013, 2.0000000000000027]"
H2O,030,7,10,1.2434497875801753e-14,8.075043037789263e-17,5.995204332975845e-15,1.942890293094024e-16,0.0,0.0,5.329070518200751e-15,1.1102230246251565e-16,PASS,"[-8.075043037789263e-17, 8.075043037789263e-17, 1.999999999999994, 1.999999999999999, 2.0000000000000004, 2.0000000000000018, 2.0000000000000053]"
NH3,001,8,10,5.329070518200751e-15,3.1566884387972756e-35,6.217248937900877e-15,2.1510571102112408e-16,0.0,0.0,7.105427357601002e-15,2.220446049250313e-16,PASS,"[-3.9716548416363993e-16, 3.1566884387972756e-35, 1.751208792386086e-16, 1.9999999999999962, 1.9999999999999991, 2.0000000000000013, 2.000000000000002, 2.000000000000006]"
NH3,002,8,10,1.1102230246251565e-14,0.0,7.105427357601002e-15,1.6653345369377348e-16,0.0,0.0,7.105427357601002e-15,1.1102230246251565e-16,PASS,"[-9.261495975126302e-17, -4.9463064068423734e-33, 9.261495975126302e-17, 1.999999999999998, 1.9999999999999993, 2.0, 2.0000000000000027, 2.000000000000007]"
NH3,003,8,10,7.549516567451064e-15,1.5520899487242546e-18,6.217248937900877e-15,2.220446049250313e-16,0.0,0.0,8.881784197001252e-15,2.220446049250313e-16,PASS,"[-5.088495489446951e-16, 1.5520899487242546e-18, 2.8525285407093946e-16, 1.9999999999999971, 2.0000000000000004, 2.0000000000000018, 2.000000000000004, 2.000000000000006]"
NH3,004,8,10,6.217248937900877e-15,1.0540818864124823e-16,7.771561172376096e-15,2.5673907444456745e-16,0.0,0.0,1.2434497875801753e-14,1.1102230246251565e-16,PASS,"[-1.114952133698922e-16, 1.0540818864124823e-16, 6.722208395037379e-16, 1.9999999999999922, 1.9999999999999951, 1.9999999999999976, 1.9999999999999991, 2.0000000000000027]"
NH3,005,8,10,4.440892098500626e-15,0.0,3.9968028886505635e-15,2.706168622523819e-16,0.0,0.0,5.329070518200751e-15,1.1102230246251565e-16,PASS,"[-4.563134619347081e-16, -7.93677932451397e-17, 9.159204532978509e-17, 1.9999999999999973, 2.0, 2.0, 2.0000000000000027, 2.000000000000004]"
NH3,006,8,10,9.769962616701378e-15,1.9002150233312802e-16,7.771561172376096e-15,1.249000902703301e-16,0.0,0.0,7.105427357601002e-15,2.220446049250313e-16,PASS,"[-2.543601737891643e-16, 1.9002150233312802e-16, 2.8638327638106755e-16, 1.9999999999999922, 1.9999999999999976, 1.9999999999999993, 2.0000000000000036, 2.000000000000004]"
NH3,007,8,10,5.329070518200751e-15,1.0603197947501537e-16,4.884981308350689e-15,2.220446049250313e-16,0.0,0.0,3.552713678800501e-15,1.1102230246251565e-16,PASS,"[-1.2812908004773042e-16, 1.0603197947501537e-16, 4.661863104227775e-16, 1.9999999999999953, 1.999999999999998, 2.0000000000000004, 2.000000000000004, 2.000000000000005]"
NH3,008,8,10,1.1102230246251565e-14,1.3245921245122377e-17,6.661338147750939e-15,2.220446049250313e-16,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,PASS,"[-4.615395281299758e-16, -1.3245921245122377e-17, 4.747854493750982e-16, 1.9999999999999947, 1.9999999999999967, 2.0000000000000027, 2.0000000000000053, 2.0000000000000067]"
NH3,009,8,10,8.43769498715119e-15,8.897930238010034e-17,5.773159728050814e-15,3.3306690738754696e-16,0.0,0.0,7.105427357601002e-15,2.220446049250313e-16,PASS,"[-2.395240409189726e-16, -8.897930238010034e-17, 1.0645873837404166e-16, 1.9999999999999964, 1.9999999999999998, 2.0000000000000013, 2.0000000000000036, 2.0000000000000058]"
NH3,010,8,10,9.769962616701378e-15,0.0,7.105427357601002e-15,3.3306690738754696e-16,0.0,0.0,1.5987211554602254e-14,2.220446049250313e-16,PASS,"[-5.334865196849825e-16, -3.6896835791967347e-16, 1.4276457904530708e-17, 2.0, 2.0000000000000018, 2.000000000000003, 2.000000000000005, 2.000000000000007]"
NH3,011,8,10,4.884981308350689e-15,0.0,3.1086244689504383e-15,2.220446049250313e-16,0.0,0.0,3.552713678800501e-15,1.1102230246251565e-16,PASS,"[-5.566005903236866e-16, 9.79339427595922e-17, 4.586666475640944e-16, 1.9999999999999973, 2.0, 2.0000000000000004, 2.0000000000000018, 2.000000000000003]"
NH3,012,8,10,3.9968028886505635e-15,3.518191626378646e-17,3.1086244689504383e-15,2.220446049250313e-16,0.0,0.0,3.552713678800501e-15,1.1102230246251565e-16,PASS,"[-8.97113573684487e-16, -4.703359721294875e-16, 3.518191626378646e-17, 1.999999999999997, 1.9999999999999996, 2.0000000000000018, 2.0000000000000018, 2.000000000000003]"
NH3,013,8,10,3.9968028886505635e-15,2.1557450324244758e-17,3.774758283725532e-15,1.457167719820518e-16,0.0,0.0,3.552713678800501e-15,1.1102230246251565e-16,PASS,"[-4.506421752139671e-16, -2.370490898853715e-16, 2.1557450324244758e-17, 1.9999999999999962, 2.0000000000000004, 2.000000000000001, 2.0000000000000018, 2.0000000000000036]"
NH3,014,8,10,5.329070518200751e-15,1.2446070992303912e-16,5.773159728050814e-15,2.7755575615628914e-16,0.0,0.0,0.0,2.7755575615628914e-17,PASS,"[-4.2411029583911026e-16, -3.208799024992707e-16, -1.2446070992303912e-16, 1.9999999999999942, 1.9999999999999973, 1.9999999999999993, 2.000000000000004, 2.0000000000000058]"
NH3,015,8,10,7.549516567451064e-15,2.356502397536217e-16,4.884981308350689e-15,2.220446049250313e-16,0.0,0.0,1.2434497875801753e-14,2.220446049250313e-16,PASS,"[2.356502397536217e-16, 4.440892098500626e-16, 6.525281799465035e-16, 2.0000000000000004, 2.000000000000001, 2.000000000000002, 2.000000000000003, 2.000000000000005]"
NH3,016,8,10,1.0658141036401503e-14,2.2849719239469426e-33,5.773159728050814e-15,1.3877787807814457e-16,0.0,0.0,1.5987211554602254e-14,2.220446049250313e-16,PASS,"[-2.6352555635701513e-17, 2.2849719239469426e-33, 2.6352555635701507e-17, 1.9999999999999976, 2.0000000000000036, 2.000000000000004, 2.0000000000000044, 2.0000000000000058]"
NH3,017,8,10,1.021405182655144e-14,2.079783605662454e-17,4.884981308350689e-15,2.220446049250313e-16,0.0,0.0,1.0658141036401503e-14,1.1102230246251565e-16,PASS,"[2.079783605662454e-17, 1.7951001411795616e-16, 6.823541839483657e-16, 1.9999999999999993, 2.0000000000000004, 2.0000000000000013, 2.000000000000004, 2.000000000000005]"
NH3,018,8,10,4.884981308350689e-15,1.429819748933927e-32,4.6629367034256575e-15,3.3306690738754696e-16,0.0,0.0,0.0,1.1102230246251565e-16,PASS,"[-2.4324513776124262e-16, 1.429819748933927e-32, 2.4324513776124267e-16, 1.9999999999999953, 1.9999999999999982, 1.999999999999999, 2.000000000000002, 2.000000000000004]"
NH3,019,8,10,4.440892098500626e-15,0.0,4.440892098500626e-15,2.220446049250313e-16,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,PASS,"[-7.648075768875522e-17, 3.969337705599187e-17, 2.5883198555779467e-16, 1.9999999999999973, 2.0, 2.0, 2.000000000000002, 2.0000000000000044]"
NH3,020,8,10,3.552713678800501e-15,1.8539321801817054e-17,4.440892098500626e-15,2.220446049250313e-16,0.0,0.0,7.105427357601002e-15,1.1102230246251565e-16,PASS,"[-4.449079000660107e-16, -1.8539321801817054e-17, 9.075364317178902e-16, 1.9999999999999978, 2.0000000000000004, 2.0000000000000018, 2.000000000000002, 2.0000000000000044]"
NH3,021,8,10,9.325873406851315e-15,3.526482574008897e-33,5.773159728050814e-15,2.220446049250313e-16,0.0,0.0,7.105427357601002e-15,2.220446049250313e-16,PASS,"[-5.828653116024311e-17, 3.526482574008897e-33, 5.023757410103059e-16, 1.9999999999999942, 1.9999999999999953, 1.999999999999998, 2.0000000000000018, 2.000000000000002]"
NH3,022,8,10,5.329070518200751e-15,1.4415017204587768e-17,5.551115123125783e-15,1.734723475976807e-16,0.0,0.0,1.7763568394002505e-15,1.1102230246251565e-16,PASS,"[-4.619679760121697e-16, 1.4415017204587768e-17, 4.47552958807582e-16, 1.9999999999999944, 1.999999999999997, 2.0000000000000013, 2.000000000000003, 2.000000000000005]"
NH3,023,8,10,5.329070518200751e-15,9.933641175458622e-17,6.661338147750939e-15,2.220446049250313e-16,0.0,0.0,3.552713678800501e-15,1.1102230246251565e-16,PASS,"[-4.74449913506355e-16, -2.9102031302332513e-16, 9.933641175458622e-17, 1.9999999999999958, 1.9999999999999991, 1.9999999999999996, 2.0000000000000027, 2.0000000000000067]"
NH3,024,8,10,9.769962616701378e-15,2.128688428454501e-34,5.773159728050814e-15,1.1449174941446927e-16,0.0,0.0,7.105427357601002e-15,1.1102230246251565e-16,PASS,"[-2.983328114162191e-16, -2.128688428454501e-34, 2.9833281141621905e-16, 1.999999999999997, 1.9999999999999991, 2.000000000000003, 2.000000000000004, 2.0000000000000058]"
NH3,025,8,10,1.5987211554602254e-14,0.0,8.43769498715119e-15,3.400058012914542e-16,0.0,0.0,1.4210854715202004e-14,1.1102230246251565e-16,PASS,"[-8.882137562644805e-16, -2.2911701319183117e-16, 2.291523497561867e-16, 1.9999999999999982, 2.0, 2.000000000000001, 2.0000000000000058, 2.0000000000000084]"
NH3,026,8,10,2.400857290751901e-15,9.852978844672095e-18,2.886579864025407e-15,3.3306690738754696e-16,0.0,0.0,0.0,2.220446049250313e-16,PASS,"[-4.659336984746284e-16, -4.3209770007016896e-16, 9.852978844672095e-18, 1.9999999999999971, 1.9999999999999978, 1.9999999999999996, 2.0000000000000004, 2.0000000000000018]"
NH3,027,8,10,2.6645352591003757e-15,0.0,3.9968028886505635e-15,1.1796119636642288e-16,0.0,0.0,1.7763568394002505e-15,1.1102230246251565e-16,PASS,"[-2.2653968129805103e-16, -4.002284553286413e-17, 4.886071317559464e-16, 1.9999999999999967, 2.0, 2.0000000000000013, 2.000000000000002, 2.000000000000004]"
NH3,028,8,10,6.217248937900877e-15,0.0,5.773159728050814e-15,1.1102230246251565e-16,0.0,0.0,8.881784197001252e-15,1.1102230246251565e-16,PASS,"[-4.440923992168533e-16, -3.0710554313625526e-16, 3.0710873250304595e-16, 1.9999999999999984, 2.0, 2.0000000000000013, 2.0000000000000013, 2.0000000000000058]"
NH3,029,8,10,7.549516567451064e-15,1.4655385419924727e-16,4.884981308350689e-15,1.6653345369377348e-16,0.0,0.0,1.0658141036401503e-14,2.220446049250313e-16,PASS,"[-5.197255775839629e-16, -1.4655385419924727e-16, 4.442348268581788e-16, 1.9999999999999971, 2.000000000000001, 2.000000000000002, 2.000000000000004, 2.000000000000005]"
NH3,030,8,10,7.993605777301127e-15,1.929497543269982e-33,4.218847493575595e-15,2.220446049250313e-16,0.0,0.0,0.0,2.7755575615628914e-17,PASS,"[-1.291181820354957e-16, -1.929497543269982e-33, 1.2911818203549567e-16, 1.9999999999999958, 1.9999999999999973, 2.0000000000000013, 2.0000000000000018, 2.000000000000003]"
N2,001,10,14,1.2878587085651816e-14,3.8995383290069774e-18,8.881784197001252e-15,2.42861286636753e-16,0.0,0.0,3.552713678800501e-15,0.0,PASS,"[-3.8995383290069774e-18, 3.8995383290069774e-18, 4.440892098500626e-16, 1.9999999999999918, 1.9999999999999962, 1.999999999999999, 2.0000000000000004, 2.0000000000000027, 2.000000000000003, 2.000000000000009]"
N2,002,10,14,2.6201263381153694e-14,0.0,1.9095836023552692e-14,2.498001805406602e-16,0.0,0.0,1.0658141036401503e-14,0.0,PASS,"[-2.3655093626323673e-17, 0.0, 2.3655093626323673e-17, 1.999999999999981, 1.999999999999995, 1.999999999999998, 2.0000000000000004, 2.000000000000001, 2.0000000000000044, 2.00000000000001]"
N2,003,10,14,3.241851231905457e-14,1.4588040429382576e-17,2.5757174171303632e-14,3.0531133177191805e-16,0.0,0.0,1.7763568394002505e-15,0.0,PASS,"[-6.807218552044765e-16, 1.4588040429382576e-17, 5.481726183917443e-16, 1.9999999999999878, 1.999999999999995, 1.9999999999999964, 1.9999999999999964, 1.9999999999999987, 2.0000000000000027, 2.0000000000000258]"
N2,004,10,14,1.1102230246251565e-14,2.048954137745585e-16,9.992007221626409e-15,2.3592239273284576e-16,0.0,0.0,1.7763568394002505e-14,0.0,PASS,"[2.048954137745585e-16, 2.391937960755041e-16, 4.440892098500626e-16, 1.99999999999999, 1.9999999999999944, 1.999999999999996, 1.999999999999999, 1.9999999999999998, 2.0000000000000018, 2.000000000000004]"
N2,005,10,14,1.687538997430238e-14,6.901592626289027e-17,9.325873406851315e-15,1.734723475976807e-16,0.0,0.0,3.552713678800501e-15,0.0,PASS,"[-2.220446049250313e-16, -6.901592626289027e-17, 2.910605311879215e-16, 1.9999999999999938, 1.999999999999995, 1.9999999999999962, 1.9999999999999978, 1.9999999999999993, 2.000000000000004, 2.0000000000000093]"
N2,006,10,14,1.1102230246251565e-14,0.0,8.43769498715119e-15,3.3306690738754696e-16,0.0,0.0,7.105427357601002e-15,0.0,PASS,"[-6.368870600263701e-18, 4.440892098500626e-16, 4.504580804503264e-16, 1.999999999999993, 1.9999999999999991, 2.0, 2.0, 2.0000000000000027, 2.000000000000003, 2.0000000000000084]"
N2,007,10,14,1.3322676295501878e-14,4.440892098500626e-16,1.509903313490213e-14,2.7755575615628914e-16,0.0,0.0,1.7763568394002505e-14,0.0,PASS,"[-4.583479657538533e-16, 4.440892098500626e-16, 4.583479657538533e-16, 1.999999999999985, 1.9999999999999947, 1.9999999999999953, 1.9999999999999973, 2.0000000000000004, 2.0000000000000018, 2.000000000000004]"
N2,008,10,14,2.2648549702353193e-14,2.163792309445201e-16,1.5987211554602254e-14,2.5673907444456745e-16,0.0,0.0,5.329070518200751e-15,0.0,PASS,"[-4.440892098500626e-16, -2.163792309445201e-16, 2.163792309445201e-16, 1.99999999999999, 1.999999999999996, 1.9999999999999973, 2.000000000000001, 2.0000000000000027, 2.0000000000000075, 2.000000000000016]"
N2,009,10,14,1.4654943925052066e-14,3.208833674336111e-58,1.1324274851176597e-14,3.3306690738754696e-16,0.0,0.0,1.2434497875801753e-14,0.0,PASS,"[-6.694084617811245e-16, -3.208833674336111e-58, 2.253192519310619e-16, 1.9999999999999887, 1.9999999999999956, 1.999999999999997, 1.9999999999999984, 2.0000000000000004, 2.000000000000003, 2.000000000000007]"
N2,010,10,14,1.3322676295501878e-14,4.440892098500626e-16,1.3766765505351941e-14,2.498001805406602e-16,0.0,0.0,3.552713678800501e-15,0.0,PASS,"[-4.598673394527436e-16, -4.440892098500626e-16, 4.598673394527436e-16, 1.9999999999999862, 1.9999999999999936, 1.999999999999998, 2.0000000000000018, 2.0000000000000018, 2.0000000000000044, 2.0000000000000093]"
N2,011,10,14,2.5757174171303632e-14,1.5154482372287167e-40,1.7319479184152442e-14,3.3306690738754696e-16,0.0,0.0,3.552713678800501e-15,0.0,PASS,"[-4.469486079777608e-16, -1.5154482372287167e-40, 2.8593981276982617e-18, 1.9999999999999876, 1.9999999999999951, 1.999999999999997, 1.999999999999999, 1.9999999999999996, 2.000000000000001, 2.0000000000000173]"
N2,012,10,14,1.7319479184152442e-14,1.4094489402954875e-16,1.5765166949677223e-14,2.7755575615628914e-16,0.0,0.0,2.4868995751603507e-14,0.0,PASS,"[1.4094489402954875e-16, 2.923009056513071e-16, 3.031443158205139e-16, 1.9999999999999842, 1.999999999999994, 1.9999999999999947, 1.999999999999997, 1.999999999999999, 2.0000000000000013, 2.0000000000000018]"
N2,013,10,14,1.3322676295501878e-14,2.221015345308685e-16,1.199040866595169e-14,2.7755575615628914e-16,0.0,0.0,1.7763568394002505e-14,0.0,PASS,"[-4.441461394558998e-16, -4.440892098500626e-16, 2.221015345308685e-16, 1.999999999999988, 1.9999999999999942, 1.9999999999999964, 1.9999999999999971, 1.9999999999999993, 2.000000000000001, 2.0000000000000044]"
N2,014,10,14,2.4868995751603507e-14,2.0682566517917303e-16,1.7763568394002505e-14,2.914335439641036e-16,0.0,0.0,5.329070518200751e-15,0.0,PASS,"[-4.593081495959209e-16, -4.440892098500626e-16, -2.0682566517917303e-16, 1.999999999999985, 1.9999999999999936, 1.999999999999995, 1.9999999999999991, 2.0000000000000013, 2.0000000000000027, 2.0000000000000178]"
N2,015,10,14,8.881784197001252e-15,1.6217506183773316e-58,7.549516567451064e-15,2.949029909160572e-16,0.0,0.0,1.4210854715202004e-14,0.0,PASS,"[-1.6217506183773316e-58, 1.747855548249573e-16, 4.913482599501366e-16, 1.9999999999999925, 1.9999999999999953, 1.9999999999999964, 1.9999999999999973, 2.0000000000000004, 2.0000000000000013, 2.000000000000002]"
N2,016,10,14,1.021405182655144e-14,1.0396329147517368e-56,9.547918011776346e-15,2.220446049250313e-16,0.0,0.0,1.7763568394002505e-14,0.0,PASS,"[-1.0396329147517368e-56, 2.1426532898603786e-16, 6.739130907140873e-16, 1.9999999999999905, 1.999999999999993, 1.9999999999999953, 1.9999999999999976, 1.9999999999999998, 2.0000000000000004, 2.000000000000006]"
N2,017,10,14,7.105427357601002e-15,5.3482044786681985e-59,6.217248937900877e-15,2.220446049250313e-16,0.0,0.0,1.7763568394002505e-15,0.0,PASS,"[-1.1162598851471361e-15, -5.3482044786681985e-59, 2.280814654470109e-16, 1.9999999999999951, 1.9999999999999971, 1.9999999999999978, 1.9999999999999998, 2.000000000000001, 2.0000000000000027, 2.000000000000006]"
N2,018,10,14,9.721390359374027e-15,0.0,7.771561172376096e-15,2.220446049250313e-16,0.0,0.0,8.881784197001252e-15,0.0,PASS,"[-1.0566167632325138e-17, 0.0, 1.0566167632325138e-17, 1.9999999999999922, 1.9999999999999947, 1.9999999999999964, 1.9999999999999982, 1.9999999999999996, 2.000000000000003, 2.0000000000000075]"
N2,019,10,14,2.842170943040401e-14,8.152866520847393e-18,1.7319479184152442e-14,2.255140518769849e-16,0.0,0.0,2.842170943040401e-14,0.0,PASS,"[-4.522420763709099e-16, 8.152866520847393e-18, 2.220446049250313e-16, 1.9999999999999827, 1.9999999999999885, 1.9999999999999971, 1.9999999999999984, 2.0000000000000013, 2.0000000000000013, 2.000000000000005]"
N2,020,10,14,7.105427357601002e-15,1.440878873572333e-59,8.215650382226158e-15,3.5865407865820487e-16,0.0,0.0,1.7763568394002505e-15,0.0,PASS,"[-2.348332200995887e-16, -1.440878873572333e-59, 4.5687782502462e-16, 1.9999999999999918, 1.9999999999999973, 1.9999999999999987, 1.9999999999999998, 2.000000000000001, 2.000000000000002, 2.0000000000000036]"
N2,021,10,14,1.4210854715202004e-14,0.0,1.2656542480726785e-14,2.7755575615628914e-16,0.0,0.0,1.9539925233402755e-14,0.0,PASS,"[-1.1384077775432794e-16, 2.220446049250313e-16, 3.3588538267935923e-16, 1.9999999999999873, 1.9999999999999916, 1.9999999999999953, 1.9999999999999953, 1.9999999999999996, 2.0, 2.000000000000012]"
N2,022,10,14,1.1917847298876401e-14,2.052913876514627e-16,1.7985612998927536e-14,3.3306690738754696e-16,0.0,0.0,1.4210854715202004e-14,0.0,PASS,"[-9.049316369736939e-16, -4.440892098500626e-16, -2.052913876514627e-16, 1.999999999999982, 1.9999999999999918, 1.9999999999999958, 1.9999999999999987, 1.999999999999999, 2.0000000000000013, 2.0000000000000138]"
N2,023,10,14,1.9539925233402755e-14,4.507523032111125e-56,1.554312234475219e-14,3.968179951296946e-16,0.0,0.0,5.329070518200751e-15,0.0,PASS,"[-4.522378730436937e-16, -4.507523032111125e-56, 8.148663193631075e-18, 1.9999999999999845, 1.999999999999996, 1.9999999999999973, 1.9999999999999993, 2.0000000000000013, 2.0000000000000053, 2.000000000000013]"
N2,024,10,14,1.0241807402167069e-14,9.809831975520053e-87,1.4210854715202004e-14,4.163336342344337e-16,0.0,0.0,1.7763568394002505e-15,0.0,PASS,"[-3.1038959758479964e-17, -9.809831975520053e-87, 2.530835646835113e-16, 1.9999999999999858, 1.9999999999999944, 1.9999999999999991, 2.0000000000000004, 2.0000000000000053, 2.0000000000000053, 2.000000000000009]"
N2,025,10,14,1.466882171285988e-14,2.220446049250313e-16,1.1546319456101628e-14,3.3306690738754696e-16,0.0,0.0,1.5987211554602254e-14,0.0,PASS,"[-2.220446049250313e-16, 3.7322687053696837e-16, 5.149515491631569e-16, 1.999999999999989, 1.999999999999992, 1.999999999999996, 1.9999999999999962, 1.9999999999999982, 2.0000000000000013, 2.0000000000000115]"
N2,026,10,14,1.1546319456101628e-14,2.1519658918759155e-16,1.176836406102666e-14,2.7755575615628914e-16,0.0,0.0,1.0658141036401503e-14,0.0,PASS,"[-4.509372255875024e-16, -2.220446049250313e-16, -2.1519658918759155e-16, 1.9999999999999882, 1.9999999999999947, 1.999999999999997, 1.999999999999999, 2.0000000000000013, 2.0000000000000013, 2.0000000000000115]"
N2,027,10,14,1.1102230246251565e-14,8.057466169867698e-43,9.992007221626409e-15,2.636779683484747e-16,0.0,0.0,1.7763568394002505e-14,0.0,PASS,"[-1.3009478867740008e-16, 8.057466169867698e-43, 5.741839985274627e-16, 1.99999999999999, 1.9999999999999922, 1.999999999999994, 1.9999999999999984, 1.9999999999999998, 2.0000000000000027, 2.0000000000000036]"
N2,028,10,14,8.43769498715119e-15,0.0,8.43769498715119e-15,2.220446049250313e-16,0.0,0.0,8.881784197001252e-15,0.0,PASS,"[-2.1301811833672524e-16, 0.0, 2.1301811833672524e-16, 1.9999999999999944, 1.9999999999999967, 1.9999999999999991, 2.0000000000000013, 2.0000000000000036, 2.0000000000000036, 2.0000000000000084]"
N2,029,10,14,1.9984014443252818e-14,2.220446049250313e-16,1.199040866595169e-14,2.220446049250313e-16,0.0,0.0,5.329070518200751e-15,0.0,PASS,"[-2.221990300879139e-16, -2.220446049250313e-16, 2.221990300879139e-16, 1.999999999999988, 1.999999999999994, 1.9999999999999982, 2.000000000000001, 2.0000000000000027, 2.0000000000000058, 2.000000000000008]"
N2,030,10,14,7.105427357601002e-15,1.0247354285541222e-17,5.329070518200751e-15,2.649790109554573e-16,0.0,0.0,7.105427357601002e-15,0.0,PASS,"[-2.220446049250313e-16, -1.0247354285541222e-17, 2.322919592105725e-16, 1.9999999999999951, 1.9999999999999964, 1.999999999999999, 2.0000000000000004, 2.0000000000000036, 2.000000000000005, 2.0000000000000053]"
CO,001,10,14,1.7319479184152442e-14,0.0,1.1546319456101628e-14,2.706168622523819e-16,0.0,0.0,2.4868995751603507e-14,0.0,PASS,"[-5.123832514529762e-16, -1.5375056332211768e-16, -3.623581415005089e-57, 1.9999999999999885, 1.9999999999999907, 1.999999999999993, 1.9999999999999982, 1.9999999999999993, 2.0, 2.0000000000000013]"
CO,002,10,14,5.662137425588298e-15,0.0,6.661338147750939e-15,2.220446049250313e-16,0.0,0.0,7.105427357601002e-15,0.0,PASS,"[-4.886837849915526e-16, -1.7745002978354137e-16, 4.440892098500626e-16, 1.9999999999999933, 1.999999999999997, 1.999999999999998, 1.9999999999999991, 1.9999999999999996, 2.0, 2.0000000000000027]"
CO,003,10,14,9.769962616701378e-15,1.704426559979191e-17,8.215650382226158e-15,3.3306690738754696e-16,0.0,0.0,1.2434497875801753e-14,0.0,PASS,"[-4.611334754498545e-16, -2.220446049250313e-16, 1.704426559979191e-17, 1.9999999999999918, 1.9999999999999947, 1.9999999999999964, 1.999999999999999, 1.999999999999999, 2.0000000000000013, 2.000000000000004]"
CO,004,10,14,8.881784197001252e-15,0.0,8.215650382226158e-15,2.220446049250313e-16,0.0,0.0,1.0658141036401503e-14,0.0,PASS,"[-2.4182536674328974e-16, -8.99946768152835e-58, 2.4182536674328974e-16, 1.9999999999999918, 1.9999999999999936, 1.999999999999996, 1.9999999999999978, 2.0, 2.0000000000000044, 2.0000000000000053]"
CO,005,10,14,1.2434497875801753e-14,0.0,1.1324274851176597e-14,2.7755575615628914e-16,0.0,0.0,8.881784197001252e-15,0.0,PASS,"[-4.440892098500626e-16, -2.254390884900763e-16, -2.1865012135998633e-16, 1.9999999999999887, 1.9999999999999958, 1.9999999999999976, 1.999999999999998, 2.0, 2.000000000000003, 2.000000000000006]"
CO,006,10,14,1.3766765505351941e-14,0.0,1.021405182655144e-14,4.996003610813204e-16,0.0,0.0,1.2434497875801753e-14,0.0,PASS,"[-4.613462592836272e-17, 0.0, 4.613462592836272e-17, 1.9999999999999898, 1.9999999999999925, 1.9999999999999973, 2.000000000000001, 2.000000000000001, 2.000000000000003, 2.0000000000000044]"
CO,007,10,14,1.509903313490213e-14,3.763760313403992e-86,1.1102230246251565e-14,2.220446049250313e-16,0.0,0.0,1.5987211554602254e-14,0.0,PASS,"[-4.480056037935491e-16, -3.763760313403992e-86, 4.480056037935491e-16, 1.999999999999989, 1.9999999999999913, 1.9999999999999973, 1.9999999999999991, 2.000000000000001, 2.0000000000000027, 2.000000000000004]"
CO,008,10,14,8.881784197001252e-15,3.17381601245584e-87,1.1102230246251565e-14,3.3306690738754696e-16,0.0,0.0,1.0658141036401503e-14,0.0,PASS,"[-4.658321261026617e-16, -3.17381601245584e-87, 2.437875211776304e-16, 1.999999999999989, 1.9999999999999938, 1.9999999999999984, 1.9999999999999993, 2.0000000000000013, 2.000000000000003, 2.0000000000000053]"
CO,009,10,14,1.0658141036401503e-14,2.220446049250313e-16,8.659739592076221e-15,3.122502256758253e-16,0.0,0.0,2.1316282072803006e-14,0.0,PASS,"[-8.918326605092035e-16, -4.404349690409844e-16, 2.220446049250313e-16, 1.9999999999999913, 1.999999999999995, 1.9999999999999958, 1.999999999999997, 1.9999999999999991, 1.9999999999999998, 2.0000000000000013]"
CO,010,10,14,1.6431300764452317e-14,0.0,1.2212453270876722e-14,3.0531133177191805e-16,0.0,0.0,3.197442310920451e-14,0.0,PASS,"[4.03217771184377e-17, 2.220446049250313e-16, 4.037674327316249e-16, 1.9999999999999878, 1.9999999999999907, 1.9999999999999942, 1.9999999999999964, 1.999999999999999, 1.9999999999999998, 2.0]"
